HHID,IWTime,Age,Gender,M_Status,Class,Occupation,livedOutside,WhenMove,MoveHereYear,Caste
2304072,0:06,15,1,0,9,4,0,-1,-1,3
2304072,0:06,18,0,0,10,4,0,-1,-1,3
2304075,0:10,60,1,1,0,5,0,-1,2030-08,3
2304075,0:10,63,0,1,0,5,0,-1,2024-01,3
2304075,0:10,36,0,1,5,0,0,-1,-1,3
2304075,0:10,12,0,0,7,4,0,-1,-1,3
2304075,0:10,16,1,0,9,4,0,-1,-1,3
2304076,0:06,1,0,0,0,0,0,-1,-1,5
2304076,0:06,35,0,1,6,2,1,2079-01,-1,5
2304076,0:06,14,0,0,7,4,0,-1,-1,5
2304076,0:06,14,0,0,7,4,0,-1,2076-11,2
2304076,0:06,32,1,1,7,5,0,-1,2076-11,2
2304083,0:07,57,1,1,0,6,0,-1,2037-10,1
2304083,0:07,7,0,0,3,4,0,-1,-1,1
2304083,0:07,66,0,1,3,5,0,-1,2027-11,1
2304083,0:07,10,1,0,5,4,0,-1,-1,1
2304083,0:07,32,1,1,10,6,0,-1,2067-03,1
2304083,0:07,49,0,1,10,2,1,-1,-1,1
2304084,0:05,10,1,0,6,4,0,-1,-1,1
2304084,0:05,35,1,1,8,5,0,-1,2068-11,1
2304084,0:05,30,0,1,10,2,1,2071-06,-1,1
2304085,0:10,2,0,0,0,0,0,-1,-1,5
2304085,0:10,61,1,1,0,5,0,-1,-1,5
2304085,0:10,64,0,1,0,5,0,-1,-1,5
2304085,0:10,38,1,1,4,2,0,-1,2055-02,5
2304085,0:10,22,0,1,8,2,1,-1,-1,5
2304085,0:10,40,0,1,8,2,1,2062-02,-1,5
2304085,0:10,22,1,1,9,6,0,-1,2075-08,5
2304085,0:10,24,1,0,12,2,0,-1,-1,5
2304086,0:07,12,1,0,5,4,0,-1,-1,5
2304086,0:07,38,1,1,5,5,0,-1,2058-01,5
2304086,0:07,14,1,0,6,4,0,-1,-1,5
2304086,0:07,19,0,0,8,2,0,-1,-1,5
2304086,0:07,43,0,1,8,5,1,-1,-1,5
2304086,0:07,17,0,0,11,4,0,-1,-1,5
2304087,0:13,55,1,3,0,5,0,-1,2040-11,5
2304087,0:13,5,1,0,1,4,1,2075-10,-1,5
2304087,0:13,12,1,0,6,4,0,2067-09,2067-09,5
2304087,0:13,12,0,0,6,4,0,-1,2078-01,5
2304087,0:13,35,0,1,7,2,1,2069-10,-1,5
2304087,0:13,33,0,1,10,5,1,-1,-1,5
2304087,0:13,27,1,1,12,2,1,2075-10,2073-06,5
2304087,0:13,30,1,1,12,2,0,2066-08,2066-08,5
2304089,0:09,75,1,3,0,0,0,-1,2018-08,5
2304089,0:09,12,0,0,5,4,0,-1,-1,5
2304089,0:09,37,1,3,6,2,0,-1,2058-06,5
2304089,0:09,15,1,0,7,4,0,-1,-1,5
2304089,0:09,18,1,0,10,4,0,-1,-1,5
2304090,0:08,1,0,0,0,0,0,-1,-1,5
2304090,0:08,70,1,3,0,0,0,-1,2017-02,5
2304090,0:08,21,0,1,6,3,1,-1,-1,5
2304090,0:08,42,1,1,7,2,1,2074-04,2057-02,5
2304090,0:08,48,0,1,7,5,1,-1,-1,5
2304090,0:08,19,0,0,8,3,1,-1,-1,5
2304090,0:08,20,1,1,9,5,0,-1,2078-08,5
2304091,0:08,3,1,0,0,0,0,-1,-1,5
2304091,0:08,28,1,0,0,2,1,2078-02,-1,5
2304091,0:08,45,1,1,0,5,0,-1,2050-03,5
2304091,0:08,28,0,1,6,3,0,-1,-1,5
2304091,0:08,50,0,1,7,2,0,-1,2045-02,5
2304091,0:08,28,1,1,12,5,0,-1,2075-12,5
2304092,0:04,48,1,1,4,5,0,-1,2054-10,5
2304092,0:04,52,0,1,7,5,1,-1,-1,5
2304092,0:04,16,0,0,9,4,0,-1,-1,5
2304092,0:04,22,1,0,12,0,0,-1,-1,5
2304094,0:05,1,0,0,0,0,0,-1,-1,5
2304094,0:05,50,1,1,0,5,0,-1,2038-11,5
2304094,0:05,60,0,1,8,5,0,-1,-1,5
2304094,0:05,16,0,0,9,4,0,-1,-1,5
2304094,0:05,21,1,1,12,6,0,-1,2077-10,5
2304094,0:05,30,0,1,12,2,1,2077-10,-1,5
2304098,0:05,48,1,1,0,5,0,-1,2064-06,4
2304098,0:05,15,1,0,10,4,0,-1,-1,4
2304098,0:05,64,0,1,10,5,0,-1,2064-06,4
2304103,0:07,59,0,1,0,5,0,-1,-1,1
2304103,0:07,59,1,1,0,5,0,-1,-1,1
2304103,0:07,12,1,0,7,4,0,-1,-1,1
2304103,0:07,31,1,1,10,5,0,-1,2062-01,1
2304103,0:07,37,0,1,10,2,1,2067-03,-1,1
2304103,0:07,17,0,0,11,4,0,-1,-1,1
2304105,0:05,34,0,1,6,2,1,2079-01,-1,1
2304105,0:05,33,1,1,7,5,1,-1,2073-08,1
2304105,0:05,3,0,0,KG,4,0,-1,-1,1
2304110,0:12,61,0,1,0,5,0,-1,2020-03,3
2304110,0:12,63,0,1,0,5,0,-1,2020-03,3
2304110,0:12,40,1,0,5,5,0,-1,-1,3
2304110,0:12,12,0,0,6,4,0,-1,2071-12,3
2304110,0:12,26,1,0,9,3,0,-1,-1,3
2304110,0:12,20,0,0,10,0,0,-1,-1,3
2304110,0:12,22,0,0,12,3,0,-1,-1,3
2304110,0:12,29,0,0,12,3,0,-1,-1,3
2304111,0:10,52,1,1,0,5,1,-1,2042-06,3
2304111,0:10,8,0,0,2,4,0,-1,-1,3
2304111,0:10,59,0,1,4,2,1,2072-02,-1,3
2304111,0:10,13,1,0,6,4,0,-1,-1,3
2304111,0:10,26,1,1,9,5,0,-1,-1,3
2304111,0:10,32,0,1,12,2,1,2074-05,-1,3
2304112,0:06,6,1,0,1,4,0,-1,-1,3
2304112,0:06,27,1,1,8,2,1,2078-06,-1,3
2304112,0:06,33,0,1,9,5,0,-1,2071,3
2304118,0:05,1,0,0,0,0,0,-1,-1,1
2304118,0:05,27,1,1,12,5,0,-1,2071-11,1
2304118,0:05,33,0,1,12,2,0,2077-03,-1,1
2304118,0:05,6,0,0,NS,4,0,-1,-1,1
2304119,0:08,60,1,3,0,5,0,-1,-1,5
2304119,0:08,21,0,0,5,0,0,-1,-1,5
2304119,0:08,28,1,0,9,1,0,-1,-1,5
2304119,0:08,18,0,0,12,4,0,-1,-1,5
2304121,0:10,72,1,3,0,0,1,-1,2066-01,1
2304121,0:10,8,0,0,3,4,0,-1,-1,1
2304121,0:10,12,0,0,6,4,0,-1,-1,1
2304121,0:10,15,1,0,9,4,0,-1,2066-01,1
2304121,0:10,47,1,1,10,6,0,-1,2066-01,1
2304121,0:10,49,0,1,10,5,1,-1,2066-01,1
2304121,0:10,21,1,0,14,4,0,2077-10,2066-01,1
2304122,0:05,59,1,1,0,5,0,-1,2020-05,4
2304122,0:05,29,0,0,12,5,0,-1,-1,4
2304122,0:05,59,0,1,10,5,0,-1,2020-05,4
2304123,0:05,26,0,0,12,5,0,-1,-1,1
2304123,0:05,57,0,1,12,5,0,-1,2065-07,1
2304123,0:05,55,1,1,10,6,0,-1,2065-07,1
2304124,0:11,70,1,3,0,0,0,-1,2075-07,1
2304124,0:11,12,0,0,6,4,0,-1,2075-07,1
2304124,0:11,36,1,1,9,5,0,-1,2075-07,1
2304124,0:11,40,0,1,10,2,1,2064-03,2075-07,1
2304124,0:11,17,0,0,11,4,0,-1,2075-07,1
2304126,0:11,53,1,3,3,5,0,-1,2058-10,1
2304126,0:11,24,1,1,12,6,0,-1,2078-10,1
2304126,0:11,24,0,0,12,4,1,2072-01,2058-10,1
2304126,0:11,27,0,1,12,2,0,2078-09,2058-10,1
2304130,0:08,8,0,0,1,4,0,-1,-1,1
2304130,0:08,12,0,0,6,4,0,-1,-1,1
2304130,0:08,35,1,1,14,1,0,-1,2065-08,1
2304130,0:08,43,0,1,10,5,1,-1,-1,1
2304131,0:12,71,1,1,0,5,0,-1,2039-10,1
2304131,0:12,11,0,0,5,4,0,-1,-1,1
2304131,0:12,82,0,1,5,5,0,-1,2039-10,1
2304131,0:12,15,0,0,9,4,1,2064-03,2066-02,1
2304131,0:12,35,1,1,10,2,1,2072-10,2066-11,1
2304131,0:12,40,1,1,10,1,1,2062-08,2062-07,1
2304131,0:12,40,0,1,10,2,1,2066-02,-1,1
2304131,0:12,42,0,1,12,2,1,2060-11,2039-10,1
2304132,0:04,48,0,1,3,2,1,2057-02,2039-10,1
2304132,0:04,40,1,1,4,5,0,-1,2058-11,1
2304132,0:04,17,0,0,9,4,0,-1,-1,1
2304133,0:07,1,1,0,0,0,0,-1,-1,1
2304133,0:07,62,1,1,0,5,0,-1,2035-10,1
2304133,0:07,78,1,3,0,0,0,-1,2035-10,1
2304133,0:07,65,0,1,8,5,1,-1,2035-10,1
2304133,0:07,28,1,1,14,6,0,-1,2071-06,1
2304133,0:07,33,0,1,10,1,1,-1,-1,1
2304134,0:07,10,0,0,3,4,0,-1,-1,1
2304134,0:07,14,1,0,7,4,0,-1,-1,1
2304134,0:07,37,1,1,8,5,0,-1,2065-10,1
2304134,0:07,37,0,1,8,2,1,2071-08,-1,1
2304134,0:07,17,1,0,9,4,0,-1,-1,1
2304135,0:05,19,0,0,0,0,0,-1,-1,1
2304135,0:05,15,0,0,9,4,0,-1,-1,1
2304135,0:05,43,1,1,16,2,0,-1,2056-03,1
2304135,0:05,49,0,1,16,2,0,-1,-1,1
2304136,0:18,2,0,0,0,0,0,-1,-1,1
2304136,0:18,2,0,0,0,0,0,-1,-1,1
2304136,0:18,10,1,0,4,4,0,-1,-1,1
2304136,0:18,60,1,1,4,0,1,-1,2039-01,1
2304136,0:18,11,1,0,5,4,0,-1,-1,1
2304136,0:18,34,1,1,12,4,0,-1,2065-11,1
2304136,0:18,35,0,1,12,2,1,-1,-1,1
2304136,0:18,39,0,1,12,2,1,-1,2040-02,1
2304136,0:18,34,1,1,16,6,0,-1,2066-08,1
2304136,0:18,62,0,1,10,0,1,-1,2017-09,1
2304139,0:05,26,0,0,12,2,1,2076-11,-1,1
2304139,0:05,50,1,1,10,5,0,-1,2044-11,1
2304139,0:05,52,0,1,10,5,0,-1,-1,1
2304140,0:09,54,1,1,0,5,0,-1,2042-08,1
2304140,0:09,63,0,1,0,5,1,-1,2042-08,1
2304140,0:09,5,0,0,1,4,0,-1,-1,1
2304140,0:09,32,1,1,16,6,0,-1,2070-10,1
2304140,0:09,36,0,1,16,2,0,-1,-1,1
2304140,0:09,3,0,0,NS,4,0,-1,-1,1
2304141,0:10,2,1,0,0,0,0,-1,-1,1
2304141,0:10,60,1,1,0,5,0,-1,2040-01,1
2304141,0:10,65,0,1,3,5,0,-1,2040-01,1
2304141,0:10,28,1,1,14,6,0,-1,2073-08,1
2304141,0:10,31,0,1,14,2,0,-1,-1,1
2304141,0:10,4,0,0,NS,4,0,-1,-1,1
2304146,0:08,2,0,0,0,0,0,-1,-1,1
2304146,0:08,61,0,1,2,1,0,-1,-1,1
2304146,0:08,53,1,1,4,5,0,-1,-1,1
2304146,0:08,30,1,1,12,5,0,-1,2073-01,1
2304146,0:08,31,0,1,12,2,1,-1,-1,1
2304146,0:08,6,1,0,KG,4,0,-1,-1,1
2304147,0:06,14,1,0,7,4,0,-1,-1,1
2304147,0:06,44,0,1,10,5,1,-1,-1,1
2304147,0:06,18,0,0,10,4,0,2077-02,-1,1
2304147,0:06,39,1,1,10,5,0,-1,2059-10,1
2304148,0:05,9,0,0,3,4,0,-1,-1,1
2304148,0:05,45,0,1,8,5,0,-1,-1,1
2304148,0:05,42,1,1,10,5,0,-1,2053-11,1
2304149,0:05,50,0,1,9,5,1,-1,-1,1
2304149,0:05,21,0,0,12,4,0,-1,-1,1
2304149,0:05,44,1,1,10,5,0,-1,2052-11,1
2304150,0:10,58,1,1,0,5,0,-1,2036-02,1
2304150,0:10,9,1,0,2,4,0,-1,-1,1
2304150,0:10,65,0,1,4,5,1,-1,2021-09,1
2304150,0:10,37,0,1,8,2,1,2075-07,-1,1
2304150,0:10,30,1,1,12,2,1,2076-07,2067-06,1
2304151,0:03,13,1,0,7,4,0,-1,-1,1
2304151,0:03,35,1,1,10,5,0,-1,2064-08,1
2304151,0:03,40,0,1,10,2,1,2059-03,-1,1
2304152,0:06,62,1,3,0,5,0,-1,2045-10,1
2304152,0:06,6,1,0,1,4,0,-1,-1,1
2304152,0:06,36,0,1,12,5,0,-1,-1,1
2304152,0:06,28,1,1,10,5,0,-1,2071-11,1
2304154,0:07,9,1,0,3,4,0,-1,-1,1
2304154,0:07,15,0,0,8,4,0,-1,-1,1
2304154,0:07,34,1,1,8,5,0,-1,2063-08,1
2304154,0:07,47,0,1,8,5,0,-1,-1,1
2304155,0:07,33,1,1,0,5,0,-1,2056-11,3
2304155,0:07,44,0,1,3,5,1,-1,-1,3
2304155,0:07,18,0,0,7,0,0,-1,-1,3
2304155,0:07,15,0,0,8,4,0,-1,-1,3
2304155,0:07,22,0,0,8,3,0,-1,-1,3
2304155,0:07,20,1,0,11,4,0,-1,-1,3
2304157,0:13,70,1,1,0,5,0,-1,2030-11,4
2304157,0:13,12,1,0,6,4,1,2077-10,-1,4
2304157,0:13,68,0,1,7,5,0,-1,2023-11,4
2304157,0:13,18,0,0,12,4,0,-1,-1,4
2304157,0:13,46,1,1,10,6,0,-1,-1,4
2304157,0:13,5,1,0,NS,4,1,2077-10,-1,4
2304157,0:13,36,1,1,14,2,1,2077-10,2065-08,4
2304157,0:13,47,0,1,14,2,1,2075-08,-1,4
2304158,0:11,1,0,0,0,0,0,-1,-1,5
2304158,0:11,38,1,1,2,5,0,-1,2053-02,5
2304158,0:11,10,1,0,4,4,0,-1,-1,5
2304158,0:11,38,0,1,5,5,1,-1,2052-04,5
2304158,0:11,23,1,1,7,5,0,-1,2073-04,5
2304158,0:11,25,0,1,9,5,0,-1,-1,5
2304158,0:11,22,1,0,12,5,0,-1,-1,5
2304158,0:11,5,1,0,KG,4,0,-1,-1,5
2304158,0:11,4,0,0,NS,4,0,-1,-1,5
2304162,0:07,33,1,1,4,5,0,-1,2063-08,3
2304162,0:07,12,0,0,6,4,0,-1,-1,3
2304162,0:07,36,0,1,8,2,0,2062-09,-1,3
2304162,0:07,15,0,0,9,4,0,-1,-1,3
2304162,0:07,4,1,0,NS,4,0,-1,-1,3
2304163,0:08,8,1,0,3,4,0,-1,-1,3
2304163,0:08,44,0,1,4,5,0,-1,-1,3
2304163,0:08,26,1,1,7,5,0,-1,2068-04,3
2304164,0:08,60,1,3,0,5,1,-1,2036-01,3
2304164,0:08,99,1,3,0,0,0,-1,2040-02,3
2304164,0:08,14,1,0,8,4,0,-1,-1,3
2304164,0:08,29,1,1,8,5,1,-1,2068-02,3
2304164,0:08,35,0,1,8,2,1,2071-02,-1,3
2304164,0:08,5,0,0,NS,4,0,-1,-1,3
2304166,0:11,76,1,3,0,0,1,-1,2020-04,3
2304166,0:11,11,1,0,4,4,0,-1,-1,3
2304166,0:11,37,1,1,4,5,0,-1,2057-03,3
2304166,0:11,42,0,1,4,5,1,-1,-1,3
2304166,0:11,20,0,0,11,4,0,-1,-1,3
2304166,0:11,23,0,1,11,5,1,-1,-1,3
2304166,0:11,23,1,1,12,5,0,-1,2079-01,3
2304167,0:08,3,0,0,0,0,0,-1,-1,3
2304167,0:08,18,1,1,0,6,0,-1,2075-08,3
2304167,0:08,45,1,1,0,5,0,-1,2049-10,3
2304167,0:08,55,0,1,0,5,0,-1,-1,3
2304167,0:08,12,1,0,4,4,0,-1,2077-12,3
2304167,0:08,13,1,0,5,4,0,-1,2077-12,3
2304167,0:08,22,0,1,9,0,0,-1,-1,3
2304167,0:08,7,0,0,NS,4,0,-1,2077-12,3
2304170,0:12,14,0,0,0,3,0,-1,-1,3
2304170,0:12,33,1,1,1,5,0,-1,-1,3
2304170,0:12,16,0,0,2,3,0,-1,-1,3
2304170,0:12,13,0,0,3,4,0,-1,-1,3
2304170,0:12,16,0,0,4,3,0,-1,-1,3
2304170,0:12,40,0,1,4,3,1,-1,-1,3
2304173,0:09,69,1,3,0,5,0,-1,2059-06,3
2304173,0:09,36,1,1,3,6,1,2067-05,2060-05,3
2304173,0:09,16,0,0,8,4,1,2067-05,-1,3
2304173,0:09,38,0,1,8,2,1,2065-10,2059-06,3
2304173,0:09,18,1,0,11,4,0,-1,-1,3
2304174,0:12,24,0,0,12,2,0,-1,-1,1
2304174,0:12,57,0,1,12,5,1,-1,2046-10,1
2304174,0:12,48,1,1,10,6,0,-1,2050-08,1
2304174,0:12,24,1,1,14,4,0,-1,2077-10,1
2304174,0:12,27,0,1,14,2,0,-1,-1,1
2304175,0:06,46,1,1,0,5,1,-1,-1,3
2304175,0:06,46,0,1,7,5,1,-1,2054-10,3
2304175,0:06,23,0,0,12,2,1,2075-06,-1,3
2304175,0:06,25,1,1,12,5,0,-1,-1,3
2304175,0:06,3,0,0,NS,4,0,-1,-1,3
2304176,0:06,50,1,3,0,1,1,-1,2066-01,1
2304176,0:06,26,0,0,12,2,1,-1,2066-01,1
2304176,0:06,28,1,1,12,1,0,-1,2071-10,1
2304176,0:06,4,1,0,PG,4,0,-1,-1,1
2304176,0:06,34,0,1,10,2,1,2068-01,2066-01,1
2304177,0:10,46,1,1,8,5,0,-1,2049-01,1
2304177,0:10,24,1,0,12,4,0,2076-01,-1,1
2304177,0:10,29,0,0,12,4,1,2075-07,-1,1
2304177,0:10,50,0,1,10,2,1,2068-05,2030,1
2309002,0:05,40,1,1,3,5,0,-1,2065-05,3
2309002,0:05,46,0,1,4,1,0,-1,2065-05,3
2309002,0:05,15,1,0,9,4,0,-1,2065-05,3
2309002,0:05,18,0,0,12,5,0,-1,2065-05,3
2309002,0:05,20,1,0,12,5,0,-1,2065-05,3
2309002,0:05,22,1,0,12,5,0,-1,2065-05,3
2309004,0:07,21,1,0,12,4,0,-1,-1,1
2309004,0:07,23,0,0,12,4,0,-1,-1,1
2309004,0:07,54,0,1,12,5,0,-1,-1,1
2309004,0:07,48,1,1,10,5,1,-1,2052-08,1
2309014,0:05,12,1,0,7,4,0,-1,-1,1
2309014,0:05,20,0,0,12,0,0,-1,-1,1
2309014,0:05,38,1,1,14,1,0,-1,2058-11,1
2309014,0:05,42,0,1,14,2,0,-1,-1,1
2309016,0:05,40,1,1,10,5,0,-1,2054-07,1
2309016,0:05,46,0,1,10,1,0,-1,-1,1
2309016,0:05,19,0,0,12,4,0,-1,-1,1
2309016,0:05,21,0,0,12,4,0,-1,-1,1
2309021,0:03,13,0,0,7,4,0,-1,-1,1
2309021,0:03,15,1,0,9,4,0,-1,-1,1
2309021,0:03,40,1,1,10,1,0,-1,2060-03,1
2309021,0:03,42,0,1,10,5,1,-1,-1,1
2309022,0:04,35,1,1,9,1,0,-1,2061-06,1
2309022,0:04,17,0,0,11,4,0,-1,-1,1
2309022,0:04,42,0,1,10,0,1,-1,-1,1
2309029,0:06,90,0,3,0,0,0,-1,2070-01,1
2309029,0:06,45,1,1,5,5,0,-1,2070-01,1
2309029,0:06,50,0,1,9,5,1,-1,2070-01,1
2309029,0:06,18,0,0,10,4,0,-1,2070-01,1
2309029,0:06,21,0,0,12,4,0,-1,2070-01,1
2309030,0:05,68,0,3,8,5,0,-1,2018,1
2309030,0:05,36,0,1,10,5,1,-1,-1,1
2309030,0:05,25,1,1,12,2,0,-1,-1,1
2309030,0:05,5,1,0,KG,4,0,-1,-1,1
2309032,0:07,68,1,3,0,6,0,-1,2017-11,1
2309032,0:07,21,0,0,12,4,0,-1,-1,1
2309032,0:07,14,0,0,7,4,0,-1,-1,1
2309032,0:07,42,0,1,10,2,1,2076-06,-1,1
2309032,0:07,42,1,1,10,5,0,-1,2057-11,1
2309033,0:05,52,0,1,9,5,0,-1,-1,1
2309033,0:05,52,1,1,9,5,0,-1,2042-01,1
2309033,0:05,27,1,1,12,2,0,-1,2078-06,1
2309033,0:05,29,0,1,12,1,0,-1,-1,1
2309036,0:08,27,1,1,12,2,1,2074-08,2073-10,1
2309036,0:08,54,1,1,5,5,0,-1,2038-02,1
2309036,0:08,59,0,1,10,5,0,-1,2021-01,1
2309036,0:08,33,0,0,16,0,0,-1,-1,1
2309036,0:08,36,0,1,14,2,1,2073-11,-1,1
2309037,0:05,50,1,1,10,5,0,-1,2043-11,1
2309037,0:05,56,0,1,10,5,1,-1,-1,1
2309039,0:05,14,0,0,8,4,0,-1,-1,2
2309039,0:05,43,1,1,12,1,0,-1,2060-12,2
2309039,0:05,17,1,0,10,4,0,-1,-1,2
2309039,0:05,48,0,1,10,5,1,-1,2060-12,2
2309041,0:07,83,0,1,0,0,0,-1,2020-06,1
2309041,0:07,83,1,1,0,0,0,-1,2020-06,1
2309041,0:07,16,0,0,9,4,0,-1,-1,1
2309041,0:07,20,1,0,12,4,0,-1,-1,1
2309041,0:07,40,1,1,12,5,0,-1,2056-10,1
2309041,0:07,44,0,1,14,1,0,-1,-1,1
2309042,0:12,21,1,0,12,4,1,2079-01,-1,1
2309042,0:12,27,0,0,12,0,0,-1,-1,1
2309042,0:12,57,0,1,16,5,0,-1,2030-03,1
2309042,0:12,30,0,0,16,2,0,2078-09,-1,1
2309042,0:12,56,1,1,10,5,0,-1,2043-03,1
2309045,0:04,58,1,1,0,5,0,-1,2072-01,1
2309045,0:04,10,1,0,4,4,0,-1,2072-01,1
2309045,0:04,34,1,1,11,5,0,-1,2072-01,1
2309045,0:04,35,0,1,10,3,1,-1,2072-01,1
2309045,0:04,5,0,0,NS,4,0,-1,-1,1
2309053,0:10,35,1,1,0,5,0,-1,2066-11,2
2309053,0:10,69,1,3,0,0,0,-1,2036-10,2
2309053,0:10,9,0,0,3,4,0,-1,-1,2
2309053,0:10,11,1,0,6,4,0,-1,-1,2
2309053,0:10,15,0,0,6,4,0,-1,2077-01,3
2309053,0:10,40,0,1,8,2,0,-1,-1,2
2309054,0:07,55,0,3,0,3,0,-1,-1,5
2309054,0:07,12,1,0,6,4,0,-1,-1,5
2309054,0:07,24,0,1,8,3,0,-1,-1,5
2309054,0:07,25,1,1,12,5,0,-1,2076-10,5
2309055,0:10,13,0,0,5,4,0,-1,-1,1
2309055,0:10,74,0,1,5,5,0,-1,2036-02,1
2309055,0:10,29,0,1,12,1,1,-1,-1,1
2309055,0:10,18,1,0,10,4,0,-1,-1,1
2309055,0:10,63,1,1,0,5,0,-1,2036-02,1
2309055,0:10,25,1,1,14,2,0,-1,-1,1
2309056,0:08,79,0,3,0,0,0,-1,2036-02,6
2309056,0:08,36,1,1,3,5,0,-1,-1,6
2309056,0:08,38,0,1,7,5,1,-1,-1,6
2309056,0:08,19,0,0,12,0,0,-1,-1,6
2309056,0:08,17,0,0,10,4,0,-1,-1,6
2309057,0:07,13,1,0,7,4,0,-1,-1,2
2309057,0:07,15,0,0,7,4,0,-1,-1,2
2309057,0:07,38,1,1,14,2,0,-1,2067-08,2
2309057,0:07,39,0,1,10,3,0,-1,-1,2
2309059,0:04,9,0,0,4,4,0,-1,-1,1
2309059,0:04,12,1,0,6,4,0,-1,-1,1
2309059,0:04,36,1,1,7,5,0,-1,-1,1
2309059,0:04,37,0,1,12,1,0,-1,-1,1
2309067,0:05,42,1,1,0,5,0,-1,2065-07,5
2309067,0:05,72,0,1,0,1,0,-1,2065-07,5
2309067,0:05,16,1,0,8,1,0,-1,2078-09,5
2309068,0:04,55,1,1,0,5,0,-1,2050-02,3
2309068,0:04,58,0,1,3,3,1,-1,-1,3
2309068,0:04,20,0,0,7,3,0,-1,-1,3
2309070,0:03,49,0,1,4,1,0,-1,2072-09,1
2309070,0:03,47,1,1,5,5,0,-1,2072-09,1
2309070,0:03,26,0,0,12,2,1,2076-03,2072-09,1
2309071,0:10,50,1,3,0,5,0,-1,2047-01,6
2309071,0:10,8,0,0,2,4,0,-1,-1,6
2309071,0:10,12,0,0,4,4,0,-1,-1,6
2309071,0:10,24,1,1,5,5,0,-1,-1,6
2309071,0:10,14,1,0,6,4,0,-1,-1,6
2309074,0:07,1,0,0,0,0,0,-1,-1,6
2309074,0:07,28,1,1,0,5,0,-1,2073-06,6
2309074,0:07,71,1,3,0,5,0,-1,-1,6
2309074,0:07,31,0,1,9,2,0,-1,-1,6
2309074,0:07,4,1,0,NS,4,0,-1,-1,6
2309075,0:05,90,1,3,0,0,0,-1,2043-02,1
2309075,0:05,55,1,2,5,5,0,-1,2043-02,1
2309075,0:05,32,0,0,11,2,1,-1,-1,1
2309079,0:08,55,1,1,0,5,0,-1,2036-01,5
2309079,0:08,60,0,1,0,5,0,-1,2036-01,5
2309079,0:08,72,0,3,0,0,0,-1,2036-01,5
2309079,0:08,29,0,0,8,2,0,2078-12,-1,5
2309079,0:08,38,0,1,8,3,1,-1,-1,5
2309079,0:08,31,1,1,10,5,0,-1,2078-08,5
2309080,0:04,1,0,0,0,0,0,-1,-1,6
2309080,0:04,67,0,1,0,0,0,-1,-1,6
2309080,0:04,9,1,0,2,4,0,-1,-1,6
2309080,0:04,30,1,1,9,5,0,-1,2071-01,6
2309080,0:04,30,0,1,9,2,1,2077-12,-1,6
2309081,0:08,43,1,1,4,5,0,-1,2052-01,6
2309081,0:08,50,0,1,5,3,1,-1,-1,6
2309081,0:08,19,0,1,9,3,0,-1,-1,6
2309081,0:08,18,1,1,11,6,0,-1,2078-10,6
2309081,0:08,22,0,0,12,0,0,-1,-1,6
2309082,0:06,8,0,0,2,4,0,-1,-1,6
2309082,0:06,43,1,1,7,5,0,-1,2054-11,6
2309082,0:06,43,0,1,7,2,1,2075-10,-1,6
2309082,0:06,20,0,0,8,0,0,-1,-1,6
2309083,0:08,38,1,1,3,5,0,-1,2061-08,6
2309083,0:08,11,1,0,6,4,0,-1,-1,6
2309083,0:08,12,1,0,7,4,0,-1,-1,6
2309083,0:08,40,0,1,7,5,0,-1,-1,6
2309083,0:08,15,1,0,10,4,0,-1,-1,6
2309083,0:08,6,0,0,NS,4,0,-1,-1,6
2309084,0:06,51,1,1,0,5,0,-1,2036-01,6
2309084,0:06,55,0,1,0,3,0,-1,2036-01,6
2309084,0:06,20,0,0,5,3,0,-1,-1,6
2309085,0:10,47,1,1,0,5,0,-1,2036-01,6
2309085,0:10,57,0,1,0,5,0,-1,2036-01,6
2309085,0:10,9,0,0,4,4,0,-1,-1,6
2309085,0:10,24,1,1,6,5,0,-1,-1,6
2309086,0:06,8,1,0,1,4,0,-1,2072-08,1
2309086,0:06,49,0,1,4,2,0,-1,2045-08,1
2309086,0:06,42,1,1,5,5,0,-1,2045-08,1
2309086,0:06,27,1,2,14,2,0,-1,-1,1
2309087,0:09,40,1,3,0,2,0,-1,2045-01,6
2309087,0:09,18,1,1,5,5,0,-1,2078-01,6
2309087,0:09,23,0,1,8,5,0,-1,-1,6
2309087,0:09,26,0,0,14,2,0,2075-01,-1,6
2309088,0:11,85,1,3,0,0,0,-1,2036-01,1
2309088,0:11,10,0,0,3,4,0,-1,-1,2
2309088,0:11,55,0,1,5,5,1,-1,2045-10,2
2309088,0:11,45,1,1,8,1,0,-1,2036-01,2
2309088,0:11,26,1,0,14,2,0,-1,-1,2
2309088,0:11,29,1,3,14,2,0,-1,-1,1
2309089,0:07,62,1,1,0,5,0,-1,2033-11,6
2309089,0:07,64,0,1,0,0,0,-1,2033-11,6
2309089,0:07,20,1,0,12,5,0,-1,-1,5
2309092,0:04,50,1,1,0,5,0,-1,2036-01,6
2309092,0:04,65,0,1,1,5,0,-1,2036-01,6
2309093,0:04,64,1,1,0,1,0,-1,2036-09,4
2309093,0:04,67,0,1,0,5,0,-1,2036-09,4
2309094,0:10,63,1,3,0,5,0,-1,2031,2
2309094,0:10,8,0,0,3,4,0,-1,-1,2
2309094,0:10,29,1,0,6,2,1,2076-09,-1,2
2309094,0:10,26,1,1,9,5,0,-1,-1,2
